Q No.,Question,Answer,Domain,Sub-Domain
679,লিংকনের খেলনার বাক্সে হেক্সাডেসিম্যাল সংখ্যা পদ্ধতিতে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। লিংকনের ভাইবোনদের জন্য আরও ৩টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,৬৪,CS,CS
680,লিংকনের খেলনার বাক্সে হেক্সাডেসিম্যাল সংখ্যা পদ্ধতিতে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। লিংকনের ভাইবোনদের জন্য আরও ৫টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,৯৬,CS,CS
681,লিংকনের খেলনার বাক্সে হেক্সাডেসিম্যাল সংখ্যা পদ্ধতিতে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। লিংকনের ভাইবোনদের জন্য আরও ৪টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,৮০,CS,CS
682,রহিম বললো যে তার কাছে ৪৫টি (অক্টালে) কলা ছিলো কিন্তু সে করিমকে ১০টি (ডেসিম্যাল) দিয়ে দিলো। আমাদের সংখ্যা পদ্ধতিতে তার নিকট আর কয়টা কলা থাকবে?,২৭,CS,CS
683,রহিম বললো যে তার কাছে ৪৫টি (অক্টালে) কলা ছিলো কিন্তু সে করিমকে ১১ টি (বাইনারিতে) দিয়ে দিলো। আমাদের সংখ্যা পদ্ধতিতে তার নিকট আর কয়টা কলা থাকবে?,৩৪,CS,CS
684,রহিম বললো যে তার কাছে ৬৭টি (অক্টালে) কলা ছিলো কিন্তু সে করিমকে ১০১ টি (বাইনারিতে) দিয়ে দিলো। আমাদের সংখ্যা পদ্ধতিতে তার নিকট আর কয়টা কলা থাকবে?,৫০,CS,CS
685,রহিম বললো যে তার কাছে ৭৭টি (অক্টালে) কলা ছিলো কিন্তু সে করিমকে ১০০০ টি (বাইনারিতে) দিয়ে দিলো। আমাদের সংখ্যা পদ্ধতিতে তার নিকট আর কয়টা কলা থাকবে?,৫৫,CS,CS
686,রহিম বললো যে তার কাছে ৮৫টি (হেক্সাডেসিম্যালে) কলা ছিলো কিন্তু সে করিমকে ১০টি (ডেসিম্যাল) দিয়ে দিলো। আমাদের সংখ্যা পদ্ধতিতে তার নিকট আর কয়টা কলা থাকবে?,১২৩,CS,CS
687,রাসেল বললো যে তার কাছে ৪৫২টি (হেক্সাডেসিম্যালে) কলা ছিলো কিন্তু সে করিমকে ৯টি(হেক্সাডেসিম্যালে) দিয়ে দিলো। হেক্সাডেসিম্যাল সংখ্যা পদ্ধতিতে তার নিকট আর কয়টা কলা থাকবে?,৪৪৯,CS,CS
688,রাসেল বললো যে তার কাছে ৪৫২টি (হেক্সাডেসিম্যালে) কলা ছিলো কিন্তু সে করিমকে ১০০০ (অক্টালে) টি  দিয়ে দিলো। আমাদের সংখ্যা পদ্ধতিতে তার নিকট আর কয়টা কলা থাকবে?,৫৯৪,CS,CS
689,রাসেল বললো যে তার কাছে ৭৭টি (হেক্সাডেসিম্যালে) কলা ছিলো কিন্তু সে করিমকে ১০০০০ টি (বাইনারিতে) দিয়ে দিলো। আমাদের সংখ্যা পদ্ধতি অনুযায়ী প্রথমে তার নিকট কয়টা কলা ছিল?,১১৯,CS,CS
690,রাসেল বললো যে তার কাছে ৭৭টি (হেক্সাডেসিম্যালে) কলা ছিলো কিন্তু সে করিমকে ১০০০০ টি (বাইনারিতে) দিয়ে দিলো। আমাদের সংখ্যা পদ্ধতি অনুযায়ী তার নিকট আর কয়টা কলা থাকবে?,১০৩,CS,CS
691,রাসেল বললো যে তার কাছে ৬৭টি (হেক্সাডেসিম্যালে) কলা ছিলো। সে করিম থেকে আরো ১০০০০ টি (বাইনারিতে) কলা নিয়ে নিল। আমাদের সংখ্যা পদ্ধতি অনুযায়ী তার নিকট কয়টা কলা থাকবে?,১১৯,CS,CS
692,পাভেল বললো যে তার কাছে ১০০১০টি (বাইনারি) কলা ছিলো। সে করিম থেকে আরো ১০০০০ টি (বাইনারিতে) কলা নিয়ে নিল। আমাদের সংখ্যা পদ্ধতি অনুযায়ী তার নিকট কয়টা কলা থাকবে?,৩৪,CS,CS
693,পাভেল বললো যে তার কাছে ১০০০০০টি (বাইনারি) কলা ছিলো। সে ১০০০ (বাইনারিতে) জনের মাঝে কলা গুলো ভাগ করে দিলো। আমাদের সংখ্যা পদ্ধতি অনুযায়ী প্রত্যেকে কয়টি করে কলা পাবে?,৪,CS,CS
694,পাভেল বললো যে তার কাছে ১১০১০টি (বাইনারি) কলা ছিলো। সে ১১০১ (বাইনারিতে) জনের মাঝে কলা গুলো ভাগ করে দিলো। আমাদের সংখ্যা পদ্ধতি অনুযায়ী প্রত্যেকে কয়টি করে কলা পাবে?,২,CS,CS
695,পাভেল বললো যে তার কাছে ১০০টি (হেক্সাডেসিম্যালে) কলা ছিলো। সে ১০ (হেক্সাডেসিম্যালে) জনের মাঝে কলা গুলো ভাগ করে দিলো। আমাদের সংখ্যা পদ্ধতি অনুযায়ী প্রত্যেকে কয়টি করে কলা পাবে?,১৬,CS,CS
696,হাসান বললো যে তার কাছে ৯৮টি (হেক্সাডেসিম্যালে) কলা ছিলো। সে ২৬(হেক্সাডেসিম্যালে) জনের মাঝে কলা গুলো ভাগ করে দিলো। আমাদের সংখ্যা পদ্ধতি অনুযায়ী প্রত্যেকে কয়টি করে কলা পাবে?,৪,CS,CS
697,হাসান বললো যে তার কাছে ৯৬টি (হেক্সাডেসিম্যালে) কলা ছিলো। সে ১৭ (অক্টালে) জনের মাঝে কলা গুলো ভাগ করে দিলো। আমাদের সংখ্যা পদ্ধতি অনুযায়ী প্রত্যেকে কয়টি করে কলা পাবে?,১০,CS,CS
698,হাসান বললো যে তার কাছে ৪৬টি (হেক্সাডেসিম্যালে) কলা ছিলো। সে ১২ (অক্টালে) জনের মাঝে কলা গুলো ভাগ করে দিলো। বাইনারি সংখ্যা পদ্ধতি অনুযায়ী প্রত্যেকে কয়টি করে কলা পাবে?,১১১,CS,CS
