Q No.,Question,Answer,option1,option2
389,"দুটি বিমান একই এয়ারফিল্ড থেকে উড্ডয়ন করে এবং উচ্চতায় পৌঁছলে একই বেগে উড়ে যায়। লাল বিমানটি ৫৭ মিনিটের জন্য উড়ে যায় এবং কাছাকাছি একটি শহরে অবতরণ করে, যখন সবুজ বিমানটি ৩৮ মিনিটের জন্য ফ্লাইটে থাকে এবং আগের শহরে অবতরণ করে। এর মানে কি?",Option 1,লাল বিমান আরও বেশি দূরত্বে উড়ে গেল,সবুজ বিমান একটি বেশী দূরত্ব উড়ে গেল
390,একটি বাদামী বিড়াল এবং একটি কালো বিড়াল প্রত্যেকে ৫০ ফুট সুড়ঙ্গের মধ্য দিয়ে যত দ্রুত সম্ভব ছুটে যায়। কালো বিড়ালটি ১৮০ মিনিটে অন্য প্রান্তে যায় এবং বাদামী বিড়ালটি ৬৯ মিনিটে যায়। কোন বিড়ালটি তুলনামূলক দ্রুত দৌড়াতে পারে না?,Option 2,বাদামী বিড়াল,কালো বিড়াল
391,জিম ৫ সেন্টিমিটার পুরু কেভলার ভেস্ট পরেন। জ্যাক শুধু ১ সেন্টিমিটার পুরু একটি সুতির শার্ট পরেছে। কোনটি একটা বুলেট থামাতে পারবে?,Option 1,কেভলার,তুলা
392,"যদি একটি গাড়ি এবং একটি পিকআপ উভয়ই ৬০ মাইল বেগে ভ্রমণ করে, কিন্তু গাড়ি ২ ঘন্টা পরে থামে যেখানে পিকআপ ৬ ঘন্টা পরে থামে, কোনটি কম দূরত্ব অতিক্রম করেছে?",Option 1,গাড়ী,পিকআপ
393,এফ-১৬ এর ওজন সাধারণত ২০০০০ পাউন্ড এবং জাম্বো জেটের ওজন ৭০০০০০ পাউন্ড। তাই এফ-১৬ ছিল?,Option 2,ধীর গতিশীল,দ্রুত গতিশীল
394,মহসিন এবং মরিয়ম পার্কের চারপাশে তাদের বাইক চালানোর সিদ্ধান্ত নেয়। তারা একই পথ অনুসরণ করে কিন্তু মহসিন ৪৫ মি/সেকেন্ড বেগে তার বাইক চালায় এবং মরিয়ম ২৩ মি/সেকেন্ড বেগে বাইক চালায়। দশ মিনিট পর কে কম দূরত্ব অতিক্রম করবে?,Option 2,মহসিন,মরিয়ম
395,"একটি কাউবয় এবং একটি হিপ্পি উভয়ই সান ফ্রান্সিসকোতে হাঁটছিল, এবং তারা একই উচ্চতা হওয়ায় একই গতিতে হাঁটছিল। যাইহোক, কাউবয় ভোরবেলা উঠেছিল এবং ৫ টায় হাঁটা শুরু করেছিল যেখানে হিপ্পি দুপুর ১ টায় হাঁটা শুরু করেছিল। এখন সন্ধ্যা ৭টা, অর্থাৎ?",Option 2,কাউবয় কম দূরত্ব ভ্রমণ করেছে,হিপ্পি কম দূরত্ব ভ্রমণ করেছে
396,"টেরি তার সাইকেলটি যাত্রার জন্য নিয়ে যায়, প্রথমে ১ সেকেন্ডে ৭ মিটার ঘাসের মাঠের মধ্য দিয়ে, তারপর ২ সেকেন্ডে ১২ মিটারের পাকা রাস্তা। পাকা রাস্তা ছিল?",Option 1,বেশী প্রতিরোধী,কম প্রতিরোধী
397,"ম্যামথটি ওয়াটারিং হোল দিয়ে ঘন্টায় ৩ কিমি বেগে চলেছিল, কিন্তু শক্ত ময়লার উপর ঘন্টায় ৯ কিমি বেগে চলেছিল কারণ শক্ত ময়লা ছিল?",Option 1,কম প্রতিরোধী,বেশী প্রতিরোধী
398,একটি বোলিং বলের ভর ২১ পাউন্ড এবং একটি বেসবলের ওজন ৯ পাউন্ড। কোনটির মাধ্যাকর্ষণ বল দুর্বল?,Option 1,বেসবল,বোলিং বল
399,"যদি একটি গাড়ি এবং একটি পিকআপ উভয়ই ৬০ মাইল বেগে ভ্রমণ করে, কিন্তু গাড়িটি ৫ মিনিট পরে থামে যেখানে পিকআপটি ৮ মিনিট পরে থামে, কোনটি কম দূরত্ব অতিক্রম করেছে?",Option 1,গাড়ী,পিকআপ
